Geni id,Geni profile name,BH database URL,BH theme,BH floor,BH location,Wikipedia URL
profile-34621195982,Dunash ben Labrat Mrs. דוֹנָש הלוי בֵּן לָבְרָט‎,,,,,
profile-34715401632,Ernst Lubitsch,,Cinema & Television,,,
profile-44550958,Arnold Schoenberg,,Classical Music,,,
profile-34661313127,Ephraim Kishon,,Cinema & Television,,,
profile-34659966053,Anton Pavlovich Chekhov,,,,,
profile-34721337020,Anna Kuliscioff,,,,,
profile-34623681165,Anna Pavlova,,,,,
profile-82518745,Emma Lazarus,,,,,
profile-115924431,Emma Goldman,,,,,
profile-34653380897,Alter (Avraham Abba) Asher Droyanoff,,,,,
profile-78981118,Alfred Dreyfus,,Other,,,
profile-80940062,"Alexander 'the Great', king of Macedonia",,,,,
profile-40849187,"Elie Wiesel, Nobel Peace Prize 1986",,Humanities & Religion,,,
profile-59257045,Irene Nemirovsky,,Literature & Poetry,,,
profile-129938371,Irving Berlin,,Popular Music,,,
profile-34661213344,Ida Lvovna Rubinstein,,,,,
profile-26214263,Asher Gintzberg (Ahad Ha'am),,,,,
profile-32671945,Ohad Naharin,,,,,
profile-34658248711,Ehud Banai,,,,,
profile-44558103,"Adolf von Baeyer, Nobel Prize in Chemistry, 1905",,Science,,,
profile-41614450,"Avraham ""Abrasha"" Sutzkever",,,,,
profile-69477878,Abraham Mapu,,,,,
profile-34628780059,Abraham Goldfaden,,,,,
profile-4128644,Patriarch Abraham / אברהם אבינו,,,,,
profile-27587340,"Rab Abbâ Arîḵâ bar Abbâ, 1st generation Amora, resh metivta Sura",,,,,
